2026-02-26 18:46:54 UTC | CORE | INFO | (pkg/util/log/setup/log.go:60 in SetupLogger) | CORE: using slog logger
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check datadog_cluster_agent:f798dc9d30748920 with an interval of 15s
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:132 in Cancel) | Unscheduling check datadog_cluster_agent:e194f0fb2aae1489
2026-02-26 18:47:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2026-02-26 18:47:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2026-02-26 18:47:13 UTC | CORE | INFO | (pkg/process/runner/runner.go:235 in logCheckDuration) | Finished process check #3 in 20.87525ms
2026-02-26 18:47:14 UTC | CORE | INFO | (pkg/api/security/security.go:178 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
2026-02-26 18:47:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2026-02-26 18:47:14 UTC | CORE | INFO | (pkg/util/clusteragent/clusteragent.go:147 in init) | Successfully connected to the Datadog Cluster Agent 7.75.4+commit.0093026b48
2026-02-26 18:47:14 UTC | CORE | INFO | (comp/core/workloadmeta/impl/store.go:664 in startCandidates) | workloadmeta collector "kube_metadata" started successfully
2026-02-26 18:47:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2026-02-26 18:47:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2026-02-26 18:47:15 UTC | CORE | INFO | (pkg/collector/corechecks/containerlifecycle/check.go:92 in Run) | Starting long-running check "container_lifecycle"
2026-02-26 18:47:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2026-02-26 18:47:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:ntp | Done running check
2026-02-26 18:47:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2026-02-26 18:47:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2026-02-26 18:47:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2026-02-26 18:47:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kube_apiserver_metrics | Running check...
2026-02-26 18:47:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2026-02-26 18:47:17 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:132 in Cancel) | Unscheduling check datadog_cluster_agent:f798dc9d30748920
2026-02-26 18:47:17 UTC | CORE | WARN | (pkg/collector/runner/expvars/expvars.go:151 in RemoveCheckStats) | Stats for check datadog_cluster_agent:f798dc9d30748920 not found
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check datadog_cluster_agent:4721a7f1f2b8b38f with an interval of 15s
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:132 in Cancel) | Unscheduling check coredns:ed54ae8994d722a
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer.go:343 in func1) | Closed /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log/2a906df4c415547458104955fbc8548140126ddd44ab3a19fb26bfde4eb9de18 read 0 bytes and 0 lines
2026-02-26 18:47:18 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer.go:343 in func1) | Closed /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log/ce91c4996a466471c977ac3240140415fd4703809f69db925fff26cbeb5beb6b read 20891 bytes and 68 lines
2026-02-26 18:47:19 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check coredns:261a1c6bd37a42d5 with an interval of 15s
2026-02-26 18:47:19 UTC | CORE | ERROR | (pkg/jmxfetch/scheduler.go:68 in Schedule) | Could not schedule jmxfetch config: jmx_5d0368f940d53027: exec: "java": executable file not found in $PATH
2026-02-26 18:47:19 UTC | CORE | ERROR | (pkg/jmxfetch/scheduler.go:68 in Schedule) | Could not schedule jmxfetch config: tomcat_71e01ea6ecf173c1: exec: "java": executable file not found in $PATH
2026-02-26 18:47:19 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2026-02-26 18:47:19 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2026-02-26 18:47:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2026-02-26 18:47:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2026-02-26 18:47:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2026-02-26 18:47:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2026-02-26 18:47:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kube_apiserver_metrics | Done running check
2026-02-26 18:47:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2026-02-26 18:47:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2026-02-26 18:47:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:coredns | Running check...
2026-02-26 18:47:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2026-02-26 18:47:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2026-02-26 18:47:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:coredns | Done running check
2026-02-26 18:47:23 UTC | CORE | INFO | (pkg/process/runner/runner.go:235 in logCheckDuration) | Finished process check #4 in 15.8885ms
2026-02-26 18:47:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:redisdb | Running check...
2026-02-26 18:47:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:redisdb | Done running check
2026-02-26 18:47:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2026-02-26 18:47:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2026-02-26 18:47:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2026-02-26 18:47:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2026-02-26 18:47:26 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2026-02-26 18:47:26 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2026-02-26 18:47:27 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2026-02-26 18:47:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2026-02-26 18:47:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2026-02-26 18:47:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2026-02-26 18:47:29 UTC | CORE | INFO | (comp/core/agenttelemetry/impl/agenttelemetry.go:508 in run) | Starting agent telemetry run
2026-02-26 18:47:29 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2026-02-26 18:47:29 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:147 in Unschedule) | New source to remove: entity: docker://2a906df4c415547458104955fbc8548140126ddd44ab3a19fb26bfde4eb9de18
2026-02-26 18:47:29 UTC | CORE | INFO | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:108 in stream) | kubernetes-container-allinone provider: collected 0 new configurations, removed 2
2026-02-26 18:47:29 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:147 in Unschedule) | New source to remove: entity: docker://ce91c4996a466471c977ac3240140415fd4703809f69db925fff26cbeb5beb6b
2026-02-26 18:47:29 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2026-02-26 18:47:30 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2026-02-26 18:47:30 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2026-02-26 18:47:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:datadog_cluster_agent | Running check...
2026-02-26 18:47:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2026-02-26 18:47:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2026-02-26 18:47:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:datadog_cluster_agent | Done running check
2026-02-26 18:47:32 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kube_apiserver_metrics | Running check...
2026-02-26 18:47:32 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2026-02-26 18:47:32 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2026-02-26 18:47:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2026-02-26 18:47:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2026-02-26 18:47:33 UTC | CORE | INFO | (pkg/process/runner/runner.go:237 in logCheckDuration) | Finished process check #5 in 9.199542ms. First 5 check runs finished, next runs will be logged every 20 runs.
2026-02-26 18:47:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kube_apiserver_metrics | Done running check
2026-02-26 18:47:34 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2026-02-26 18:47:34 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2026-02-26 18:47:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2026-02-26 18:47:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2026-02-26 18:47:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2026-02-26 18:47:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2026-02-26 18:47:37 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2026-02-26 18:47:37 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2026-02-26 18:47:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:coredns | Running check...
2026-02-26 18:47:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2026-02-26 18:47:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2026-02-26 18:47:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:coredns | Done running check
2026-02-26 18:47:39 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:redisdb | Running check...
2026-02-26 18:47:39 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:redisdb | Done running check
2026-02-26 18:47:40 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2026-02-26 18:47:40 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2026-02-26 18:47:41 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2026-02-26 18:47:41 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2026-02-26 18:47:42 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2026-02-26 18:47:42 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2026-02-26 18:47:43 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2026-02-26 18:47:43 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2026-02-26 18:47:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2026-02-26 18:47:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2026-02-26 18:47:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2026-02-26 18:47:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2026-02-26 18:47:45 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2026-02-26 18:47:45 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2026-02-26 18:47:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:datadog_cluster_agent | Running check...
2026-02-26 18:47:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2026-02-26 18:47:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2026-02-26 18:47:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:datadog_cluster_agent | Done running check
2026-02-26 18:47:47 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2026-02-26 18:47:47 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kube_apiserver_metrics | Running check...
2026-02-26 18:47:47 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2026-02-26 18:47:48 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2026-02-26 18:47:48 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2026-02-26 18:47:49 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2026-02-26 18:47:49 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2026-02-26 18:47:50 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2026-02-26 18:47:50 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2026-02-26 18:47:51 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2026-02-26 18:47:51 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2026-02-26 18:47:51 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kube_apiserver_metrics | Done running check
2026-02-26 18:47:52 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2026-02-26 18:47:52 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2026-02-26 18:47:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:coredns | Running check...
2026-02-26 18:47:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2026-02-26 18:47:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2026-02-26 18:47:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:coredns | Done running check
2026-02-26 18:47:54 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:redisdb | Running check...
2026-02-26 18:47:54 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:redisdb | Done running check
2026-02-26 18:47:55 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2026-02-26 18:47:55 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2026-02-26 18:47:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2026-02-26 18:47:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2026-02-26 18:47:57 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2026-02-26 18:47:57 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2026-02-26 18:47:57 UTC | CORE | INFO | (comp/metadata/inventoryhost/inventoryhostimpl/inventoryhost.go:170 in func1) | gohai: could not read /sys/devices/system/node: open /sys/devices/system/node: no such file or directory
2026-02-26 18:47:57 UTC | CORE | INFO | (comp/metadata/inventoryotel/inventoryotelimpl/inventoryotel.go:173 in fetchOtelAgentMetadata) | OTel Metadata unavailable as OTel collector is disabled
2026-02-26 18:47:58 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2026-02-26 18:47:58 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2026-02-26 18:47:59 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2026-02-26 18:47:59 UTC | CORE | INFO | (comp/core/agenttelemetry/impl/agenttelemetry.go:508 in run) | Starting agent telemetry run
2026-02-26 18:47:59 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2026-02-26 18:48:00 UTC | CORE | INFO | (comp/core/status/statusimpl/status_api_endpoints.go:29 in getStatus) | Got a request for the status. Making status.
2026-02-26 18:48:00 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2026-02-26 18:48:00 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2026-02-26 18:48:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:datadog_cluster_agent | Running check...
2026-02-26 18:48:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2026-02-26 18:48:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2026-02-26 18:48:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:datadog_cluster_agent | Done running check
2026-02-26 18:48:02 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2026-02-26 18:48:02 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kube_apiserver_metrics | Running check...
2026-02-26 18:48:02 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2026-02-26 18:48:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2026-02-26 18:48:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2026-02-26 18:48:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kube_apiserver_metrics | Done running check
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:discovery | Running check...
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:discovery | Done running check
2026-02-26 18:48:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2026-02-26 18:48:05 UTC | CORE | INFO | (pkg/util/cloudproviders/cloudproviders.go:68 in DetectCloudProvider) | No cloud provider detected
2026-02-26 18:48:05 UTC | CORE | INFO | (pkg/util/cloudproviders/cloudproviders.go:184 in GetHostCCRID) | No Host CCRID, no cloudprovider detected
2026-02-26 18:48:05 UTC | CORE | INFO | (pkg/util/cloudproviders/cloudproviders.go:238 in GetInstanceType) | No instance type detected, no cloud provider detected
2026-02-26 18:48:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2026-02-26 18:48:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:06 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2026-02-26 18:48:06 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2026-02-26 18:48:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:coredns | Running check...
2026-02-26 18:48:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2026-02-26 18:48:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:coredns | Done running check
2026-02-26 18:48:09 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:redisdb | Running check...
2026-02-26 18:48:09 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:redisdb | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:09 UTC | CORE | INFO | (comp/core/status/statusimpl/status_api_endpoints.go:29 in getStatus) | Got a request for the status. Making status.
2026-02-26 18:48:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2026-02-26 18:48:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2026-02-26 18:48:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:12 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2026-02-26 18:48:12 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2026-02-26 18:48:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2026-02-26 18:48:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2026-02-26 18:48:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:datadog_cluster_agent | Running check...
2026-02-26 18:48:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2026-02-26 18:48:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check, next runs will be logged every 500 runs
2026-02-26 18:48:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:datadog_cluster_agent | Done running check
2026-02-26 18:48:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2026-02-26 18:48:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kube_apiserver_metrics | Running check...
2026-02-26 18:48:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check, next runs will be logged every 500 runs
